x,y,z,radius
76.9340617841765,22.4143964765421,71.974142740191,30
17.60215464237,9.65391551392344,88.5218156247261,32.9041378398503
63.3132395590161,44.499921674571,23.5329635768138,24.9531169279833
50.3396659802677,96.1300477439997,8.37000168901146,30.3993802384431
47.7227473729096,99.1965200138742,64.3023565685473,25.6780647599677
13.4344709137224,50.8497900460311,17.9489864034321,25.6373287211553
7.92214894031797,68.209899059685,98.6335367440523,27.3017806682024
13.0592972763895,10.0295907603327,5.38805669121323,17.0734003784233
99.4114371135576,78.943859522612,84.8966513398126,33.5335547180121
95.6820287907281,73.5836895795496,27.9623615270087,18.7872950279968
9.38399791130553,91.4653243323603,37.6432735572711,19.6825665060533
11.2894641447599,14.3755995194294,43.0692655011557,20.8988737018375
57.1839436741606,5.64367856316895,1.86404772834634,27.4084980151921
26.7875920099547,45.9203955141514,62.677525726938,19.3472440085275
51.2083606976522,55.7372042813228,88.8638714685133,17.7804866111395
99.5338596165787,10.1868308585599,30.0624574392959,19.161505141409
49.6373320275666,0.661243941951672,48.6766737479536,20.2117763454307
98.1499069898981,39.2360312005067,1.02382096933077,21.9361076045189
78.3105862893547,65.7191474056471,57.55989462074,16.4211131072503
83.7222527825695,97.5034408344226,51.5963706839425,16.3674681481965
62.8903301273298,90.5146297661086,98.2898368982678,20.0980898851952
0.485298423519664,84.0648992796197,4.73777308857269,15.1990203934939
36.1734946939795,66.7733624322875,39.0319803625908,13.5473332658541
95.2892280306934,40.2281533516711,46.0870921017262,16.2850063642012
4.60650448048957,96.0405478723957,73.468680361057,16.7484214928954
36.9857212334013,67.4307771887496,9.29004182632922,16.2129559465866
70.4698701115163,39.3845129857575,96.196982094301,8.5290319887603
47.1420485407732,23.7112634021696,85.2592006575787,21.6284392995188
78.1105605268665,11.0106846423479,99.4889112775262,21.0393816080472
99.9609430998662,0.0613172950663987,80.094433029331,10.1611576567135
90.2645278557244,44.4316637907833,79.5083440958695,17.8492326376646
81.5420695113556,61.5600439528866,96.5114385676764,16.2590025460218
43.6207790032251,90.7515107938344,39.7944113032197,11.5722794574805
98.7814397306755,98.8365755998462,0.111500629067707,18.9351790860538
89.0161332409641,0.946121688234458,55.4418348455224,16.826290145441
67.2518007749863,69.2122935141246,3.09055186153957,14.7328522842328
9.12201597079979,64.1415359049134,46.3573932148607,14.6017463893857
18.9566886099768,99.8300948053522,13.7544386231734,10.7053016927483
33.9342934948669,38.9374641665472,35.4656908024672,14.6052807423939
63.5022523854604,75.8486419587722,38.4772100469957,13.3095111234443
33.3237633773181,32.1577313874697,7.615502790839,14.0647470891791
44.1921337694744,17.1446387825644,28.4758022312089,10.4747724384655
70.3398408507339,10.9031547120162,26.2403790689505,16.5003239603357
23.6021259739206,82.4066414272086,60.6313456354822,9.92580208969957
31.2726198032262,84.2924377420912,84.3851822067575,15.1069255919075
